"AGE","SEXE","TAUX","SITUATIONFAMILIALE","NBENFANTSACHARGE","DEUXIEMEVOITURE","IMMATRICULATION"
53,"F",839,"Celibataire",0,"0","4014 TZ 61"
23,"F",586,"En Couple",2,"0","7282 UQ 97"
20,"M",714,"Celibataire",0,"0","9109 CI 25"
20,"M",1194,"Celibataire",0,"0","1374 XY 32"
62,"M",1383,"Celibataire",0,"0","8045 JN 83"
83,"M",545,"En Couple",2,"0","3867 KK 63"
30,"M",567,"En Couple",4,"0","3661 SO 12"
32,"M",1002,"En Couple",3,"0","2244 TL 19"
69,"F",915,"Celibataire",0,"0","5979 RL 18"
39,"M",1359,"En Couple",4,"0","8692 GT 93"
33,"M",1162,"En Couple",3,"0","3756 PN 73"
23,"F",777,"Celibataire",0,"0","3503 DG 11"
42,"M",1019,"En Couple",2,"0","6871 OL 44"
35,"M",1031,"En Couple",3,"1","4244 UR 87"
31,"M",1394,"Celibataire",0,"0","3637 MS 51"
50,"F",1284,"Celibataire",0,"0","7386 LI 54"
75,"M",700,"En Couple",2,"0","9623 AF 21"
63,"M",573,"En Couple",2,"0","5333 KG 71"
43,"F",1086,"En Couple",0,"0","3586 OG 14"
55,"M",546,"En Couple",0,"0","9756 KF 18"
53,"F",568,"En Couple",0,"0","8788 AA 85"
35,"M",801,"En Couple",2,"0","7655 MD 55"
22,"F",1007,"En Couple",0,"0","7095 ZW 47"
50,"M",1280,"En Couple",4,"1","6970 MS 54"
24,"F",593,"En Couple",0,"1","9645 KF 36"
66,"F",585,"En Couple",1,"0","751 WF 40"
27,"F",1214,"Celibataire",0,"0","979 CE 68"
54,"F",1212,"En Couple",1,"0","7823 CG 54"
79,"F",1115,"En Couple",4,"1","7875 IP 76"
29,"M",1392,"En Couple",0,"1","1390 JM 92"
18,"M",589,"Celibataire",0,"0","5309 LL 35"
41,"F",565,"En Couple",3,"0","5068 ZD 63"
83,"M",556,"Celibataire",0,"0","4858 LV 70"
23,"M",864,"Celibataire",0,"0","8209 TY 39"
70,"F",1157,"En Couple",0,"0","8798 IO 23"
73,"M",585,"En Couple",3,"1","4600 EC 61"
74,"M",1095,"En Couple",2,"0","9238 SU 36"
31,"M",705,"Celibataire",0,"0","6783 YH 27"
58,"M",566,"En Couple",4,"0","6534 SG 45"
27,"M",547,"Celibataire",0,"0","142 FK 81"
19,"M",762,"En Couple",2,"0","8677 XO 47"
58,"M",925,"En Couple",2,"0","4074 GD 26"
56,"M",1108,"Celibataire",0,"0","9993 BZ 88"
50,"M",896,"En Couple",2,"0","826 OC 15"
36,"M",1144,"En Couple",0,"0","5925 AN 56"
25,"M",806,"En Couple",2,"1","381 AV 24"
41,"F",1063,"En Couple",2,"0","5922 WA 97"
63,"F",577,"Celibataire",0,"0","4657 BY 76"
19,"M",576,"Celibataire",0,"0","5462 UY 98"
54,"F",969,"Celibataire",1,"0","1359 UB 49"
58,"M",1320,"En Couple",4,"0","4186 BI 54"
65,"F",547,"Celibataire",0,"0","5978 UB 57"
59,"F",547,"Celibataire",0,"0","9355 UH 22"
42,"M",871,"En Couple",3,"0","2254 SE 20"
27,"M",1299,"En Couple",2,"0","9209 HZ 59"
34,"M",1167,"Celibataire",0,"0","2143 AI 19"
42,"M",586,"Celibataire",0,"0","3027 QE 92"
44,"F",1174,"En Couple",3,"0","8320 EU 12"
18,"M",1345,"En Couple",2,"0","1333 WK 64"
57,"M",1008,"En Couple",4,"0","3677 UH 56"
68,"M",576,"En Couple",0,"0","3406 KT 38"
67,"M",1251,"Celibataire",0,"0","4063 JL 64"
20,"F",1115,"En Couple",1,"0","3675 ED 38"
63,"M",571,"En Couple",1,"0","4988 MU 42"
26,"F",546,"En Couple",4,"0","3904 CJ 39"
39,"M",549,"En Couple",3,"0","3707 FE 48"
42,"M",1319,"En Couple",1,"0","8311 RQ 39"
52,"F",566,"En Couple",4,"0","1725 SW 98"
19,"M",801,"En Couple",3,"1","3368 AA 78"
52,"F",747,"En Couple",4,"0","6800 IF 20"
58,"F",550,"Celibataire",0,"0","4552 LT 55"
40,"M",771,"En Couple",4,"0","4221 FI 35"
18,"M",705,"En Couple",0,"0","3926 FE 70"
45,"M",790,"Celibataire",0,"0","1401 JY 53"
67,"F",1297,"En Couple",0,"1","1448 KU 13"
20,"M",560,"En Couple",0,"0","761 OD 88"
19,"M",1103,"Celibataire",0,"0","8891 OC 36"
28,"M",551,"En Couple",3,"0","9582 EG 43"
82,"M",544,"En Couple",4,"1","7347 CZ 69"
47,"M",1303,"En Couple",3,"0","6523 HN 13"
18,"M",584,"En Couple",0,"0","769 NP 69"
75,"M",1020,"En Couple",1,"0","1411 OK 29"
42,"M",547,"En Couple",3,"0","1201 CS 21"
27,"F",841,"En Couple",0,"0","7928 RK 95"
68,"M",1010,"En Couple",0,"1","215 CL 61"
36,"M",1129,"En Couple",3,"0","6810 XU 96"
19,"M",1099,"En Couple",1,"0","7175 QI 48"
60,"F",591,"En Couple",2,"0","9430 OY 71"
80,"M",564,"Celibataire",0,"0","3433 XC 80"
19,"M",765,"En Couple",4,"0","8765 RA 19"
50,"M",878,"En Couple",0,"0","1774 BM 15"
20,"F",1055,"Celibataire",3,"0","5378 CQ 49"
47,"M",588,"Celibataire",0,"0","9673 FG 83"
27,"F",581,"En Couple",0,"0","7784 JZ 37"
49,"M",571,"Celibataire",0,"0","7115 IT 26"
48,"M",813,"En Couple",2,"0","9520 QQ 80"
76,"M",1108,"En Couple",0,"0","3136 RB 76"
27,"M",946,"En Couple",0,"0","4822 YF 32"
26,"M",588,"En Couple",3,"0","4013 BL 82"
59,"F",576,"Celibataire",0,"0","5709 YR 95"
32,"M",1393,"Celibataire",1,"0","6917 PQ 91"
26,"M",1255,"Celibataire",0,"0","2314 NS 14"
41,"M",994,"En Couple",1,"0","4417 IN 82"
39,"M",1395,"Celibataire",0,"0","3367 QC 23"
42,"M",1393,"En Couple",2,"0","5538 AH 19"
20,"M",1238,"Celibataire",0,"0","6723 ES 65"
45,"M",948,"En Couple",4,"0","6413 IN 38"
22,"M",552,"En Couple",1,"0","4187 SY 34"
31,"M",575,"En Couple",0,"0","1856 YX 59"
55,"M",1066,"Celibataire",0,"0","4334 DZ 78"
64,"M",1101,"En Couple",1,"0","1606 BX 41"
53,"F",800,"En Couple",1,"0","353 TL 30"
71,"F",1082,"Celibataire",0,"0","6263 IY 53"
41,"F",587,"En Couple",2,"0","8845 NJ 25"
48,"M",987,"Celibataire",2,"0","1549 MV 34"
45,"M",1221,"En Couple",1,"0","3451 VM 13"
43,"M",585,"En Couple",2,"0","1684 SE 86"
51,"M",1177,"En Couple",1,"0","7819 IT 77"
26,"M",574,"En Couple",3,"0","3580 VD 13"
24,"M",1317,"En Couple",3,"0","168 AM 44"
29,"M",792,"Celibataire",3,"0","7048 CN 91"
36,"M",927,"En Couple",3,"0","6930 CT 65"
25,"M",557,"En Couple",2,"0","9369 TF 82"
28,"M",562,"En Couple",1,"1","295 GW 60"
76,"M",832,"En Couple",1,"0","1798 PN 81"
25,"F",571,"En Couple",3,"1","5999 PT 67"
43,"F",1200,"En Couple",1,"0","1544 IU 49"
53,"F",572,"Celibataire",2,"0","8440 YU 41"
48,"F",584,"En Couple",4,"0","9179 WR 16"
26,"M",1148,"Celibataire",0,"0","7261 PB 47"
49,"M",853,"En Couple",0,"0","7899 YM 39"
26,"M",546,"En Couple",1,"1","7130 AV 48"
69,"M",736,"Celibataire",0,"0","9596 ZR 38"
32,"F",922,"En Couple",1,"0","3020 LV 91"
40,"M",1237,"En Couple",2,"0","660 LP 65"
18,"F",1219,"En Couple",2,"1","808 IB 36"
35,"M",583,"Celibataire",0,"0","8165 YT 27"
57,"F",843,"En Couple",1,"0","4760 LC 91"
29,"M",993,"Celibataire",0,"0","4634 QP 13"
49,"M",558,"En Couple",2,"0","2156 MY 74"
28,"F",880,"Celibataire",3,"0","463 UT 83"
26,"F",834,"Celibataire",2,"0","3739 KG 27"
69,"M",1164,"Celibataire",0,"0","8405 HQ 86"
46,"M",1398,"En Couple",0,"1","1276 GN 91"
19,"M",1232,"En Couple",1,"1","2871 SW 96"
77,"M",1205,"En Couple",4,"0","7623 FF 58"
59,"F",1398,"En Couple",2,"0","4619 WN 71"
30,"M",993,"En Couple",4,"0","5835 GB 53"
53,"M",1369,"En Couple",4,"0","3357 KR 40"
25,"F",547,"En Couple",2,"0","4858 QJ 16"
32,"M",1154,"En Couple",0,"1","5221 CK 11"
33,"M",1181,"En Couple",3,"0","7544 OI 50"
53,"M",1238,"En Couple",3,"0","8568 UN 19"
84,"M",590,"Celibataire",0,"0","1958 MM 52"
63,"F",1367,"En Couple",3,"0","4033 UE 31"
51,"M",1291,"En Couple",0,"0","8408 GR 26"
53,"M",571,"En Couple",2,"0","7431 YI 95"
35,"M",547,"Celibataire",0,"0","4088 WA 53"
28,"M",773,"En Couple",0,"0","8130 VM 62"
75,"M",1275,"En Couple",3,"0","9134 RO 57"
28,"F",1044,"En Couple",1,"0","4187 PC 85"
22,"M",1219,"En Couple",3,"1","5569 PE 14"
53,"M",555,"En Couple",0,"0","8532 PA 66"
29,"M",721,"Celibataire",0,"0","8090 PA 30"
55,"M",1104,"Celibataire",0,"0","4505 QV 79"
69,"M",727,"En Couple",1,"0","8124 VZ 43"
53,"M",966,"En Couple",4,"0","3720 XN 80"
55,"M",1085,"En Couple",3,"0","753 UF 41"
27,"F",582,"En Couple",2,"1","1273 TI 85"
59,"M",594,"En Couple",3,"0","3044 FK 63"
83,"M",1015,"En Couple",0,"0","7874 EC 60"
69,"M",1236,"En Couple",3,"0","1495 OB 12"
50,"M",599,"En Couple",0,"0","4336 XI 44"
69,"M",729,"Celibataire",0,"0","276 BY 50"
18,"F",599,"Celibataire",3,"0","8803 SL 94"
69,"M",550,"Celibataire",0,"0","2128 QI 83"
29,"F",1364,"En Couple",4,"0","7580 OB 21"
22,"M",997,"Celibataire",0,"0","1308 PD 97"
45,"M",772,"En Couple",0,"0","2459 CY 45"
43,"F",589,"En Couple",1,"0","7507 BG 47"
55,"F",1344,"En Couple",1,"0","2844 LK 47"
61,"M",569,"En Couple",1,"0","7426 XS 53"
82,"F",574,"En Couple",4,"0","211 JZ 23"
33,"M",592,"En Couple",3,"0","7930 LE 28"
76,"M",1144,"En Couple",1,"1","4615 HO 22"
37,"F",583,"En Couple",3,"0","6694 MC 89"
28,"M",546,"Celibataire",0,"0","8630 GG 38"
77,"F",1262,"En Couple",2,"1","4433 PP 77"
77,"M",997,"En Couple",4,"0","8569 DP 88"
43,"F",1143,"En Couple",4,"1","6827 LN 19"
41,"M",573,"En Couple",4,"0","8809 BH 40"
47,"M",595,"En Couple",0,"0","425 ZQ 82"
43,"M",838,"En Couple",4,"0","667 ZY 57"
50,"M",552,"En Couple",3,"0","265 TN 88"
46,"M",1249,"En Couple",3,"0","3173 JV 77"
75,"M",843,"En Couple",2,"0","6756 WG 30"
75,"M",587,"Celibataire",0,"0","1063 ZC 61"
50,"F",1011,"Celibataire",2,"0","7085 JS 96"
21,"M",815,"En Couple",1,"0","4986 VD 77"
25,"M",1040,"Celibataire",0,"0","7112 MU 33"
78,"M",558,"En Couple",1,"0","9266 AL 64"
19,"M",557,"En Couple",3,"0","415 ZT 26"
64,"M",581,"En Couple",2,"1","5131 CS 81"
40,"M",1381,"Celibataire",0,"0","7510 VK 53"
26,"M",1360,"En Couple",1,"0","8903 JF 31"
21,"M",991,"En Couple",1,"1","350 DV 14"
43,"F",571,"En Couple",3,"0","8248 KZ 66"
41,"M",732,"Celibataire",1,"0","5466 FX 40"
83,"M",854,"En Couple",2,"0","5011 MJ 40"
33,"M",1025,"Celibataire",0,"0","124 XL 19"
36,"M",1232,"En Couple",3,"1","7839 LF 29"
55,"M",1271,"En Couple",1,"0","3716 VK 65"
39,"F",1251,"Celibataire",0,"0","8588 SV 25"
44,"M",1360,"En Couple",3,"0","8171 RF 81"
28,"M",707,"En Couple",4,"0","5179 DP 57"
69,"M",553,"En Couple",2,"0","926 JG 21"
79,"M",1211,"Celibataire",0,"0","1697 RV 94"
43,"M",734,"En Couple",1,"1","620 XU 86"
20,"M",1035,"Celibataire",0,"0","1395 BJ 86"
45,"M",716,"En Couple",2,"0","3708 GW 27"
31,"F",953,"Celibataire",0,"0","2585 YY 19"
43,"F",1086,"Celibataire",0,"0","5186 BS 81"
84,"F",861,"En Couple",4,"0","7284 FN 35"
53,"F",1035,"Celibataire",0,"0","2173 AR 86"
25,"M",1033,"En Couple",3,"0","9464 NR 10"
49,"F",1300,"Celibataire",0,"0","7571 CK 44"
48,"M",554,"Celibataire",0,"0","7976 XM 23"
37,"F",550,"En Couple",1,"0","5243 ZL 46"
59,"M",987,"En Couple",0,"1","6497 PZ 39"
54,"M",598,"Celibataire",0,"0","4709 SX 72"
40,"F",783,"Celibataire",0,"0","1070 BF 96"
26,"M",585,"Celibataire",0,"0","4021 IC 30"
63,"M",883,"Celibataire",3,"0","2493 YA 46"
39,"F",782,"En Couple",4,"0","3065 JM 60"
57,"F",1017,"Celibataire",0,"0","4465 UU 71"
66,"M",1256,"En Couple",4,"0","3018 QS 22"
52,"M",1220,"En Couple",1,"0","8283 IA 37"
36,"M",942,"Celibataire",0,"0","7083 OL 40"
82,"F",725,"Celibataire",0,"0","9541 KY 67"
21,"M",817,"En Couple",0,"0","5340 WL 44"
32,"F",969,"En Couple",2,"0","282 HE 83"
24,"M",574,"En Couple",1,"0","8088 ZK 52"
78,"F",966,"En Couple",4,"0","9484 AF 79"
62,"M",727,"En Couple",0,"0","5073 FN 84"
51,"M",705,"Celibataire",0,"0","834 OD 75"
68,"F",1228,"En Couple",2,"0","9592 ME 34"
57,"F",700,"En Couple",1,"0","1660 FU 75"
60,"M",1042,"En Couple",3,"0","2970 WX 82"
50,"M",1204,"Celibataire",0,"0","1726 HC 52"
68,"F",1170,"Celibataire",0,"0","180 ZK 30"
28,"M",577,"Celibataire",0,"0","6506 WK 56"
59,"F",586,"Celibataire",3,"0","746 VT 33"
34,"M",708,"En Couple",4,"0","835 BG 44"
57,"M",757,"En Couple",2,"0","2304 DZ 51"
51,"M",580,"Celibataire",0,"0","8057 UG 20"
43,"M",813,"En Couple",0,"0","6905 KH 39"
21,"M",863,"En Couple",0,"0","805 ZJ 12"
41,"F",577,"Celibataire",0,"0","4819 OS 48"
56,"F",829,"Celibataire",0,"0","2392 RU 12"
47,"M",827,"En Couple",4,"0","9080 VP 27"
51,"M",1079,"En Couple",2,"0","9108 SR 32"
22,"F",1382,"En Couple",4,"0","3463 SA 19"
40,"F",1207,"En Couple",1,"0","5633 US 23"
78,"F",580,"Celibataire",0,"0","6221 OZ 19"
41,"M",898,"En Couple",1,"0","5227 WL 62"
28,"M",803,"En Couple",2,"0","8683 ZW 21"
61,"M",1232,"En Couple",1,"0","9533 HF 94"
30,"M",578,"Celibataire",0,"0","7403 GB 85"
40,"F",913,"Celibataire",0,"0","3142 OH 68"
53,"F",820,"En Couple",0,"0","879 RL 73"
25,"M",1323,"En Couple",4,"0","4537 JT 45"
29,"M",1084,"Celibataire",0,"0","3770 GM 98"
26,"M",929,"Celibataire",0,"0","4810 PF 82"
59,"M",1065,"En Couple",4,"0","6224 CB 32"
29,"M",1010,"En Couple",1,"1","8849 AJ 97"
49,"M",1072,"En Couple",2,"0","7789 UP 80"
77,"M",583,"En Couple",2,"1","4544 VS 25"
32,"F",1008,"En Couple",1,"1","3486 BZ 45"
21,"F",1129,"En Couple",0,"0","6389 OD 63"
29,"F",909,"En Couple",0,"0","3138 HS 78"
50,"M",549,"En Couple",2,"0","9690 ZV 30"
77,"M",1143,"En Couple",4,"0","3394 UD 47"
27,"M",903,"En Couple",4,"0","9964 ZJ 78"
36,"M",715,"Celibataire",0,"0","3242 IF 83"
62,"M",1064,"En Couple",1,"1","1991 ME 13"
57,"M",1025,"Celibataire",0,"0","1783 LD 62"
20,"M",747,"En Couple",3,"0","6196 TX 98"
84,"M",1098,"En Couple",0,"0","9367 AA 48"
63,"M",1095,"En Couple",2,"0","9198 RE 60"
45,"M",1136,"En Couple",1,"0","9695 SX 49"
31,"M",1179,"Celibataire",0,"0","7942 FW 30"
61,"M",566,"Celibataire",0,"0","5199 CD 66"
29,"M",582,"Celibataire",2,"0","121 KD 47"
18,"M",1003,"En Couple",0,"0","9651 KY 39"
43,"F",561,"En Couple",3,"1","4686 WS 79"
35,"F",724,"En Couple",2,"0","9826 QL 91"
76,"M",568,"En Couple",2,"0","9478 VT 45"
60,"M",565,"En Couple",3,"0","6763 XQ 49"
36,"M",1182,"En Couple",1,"0","7635 PK 48"
18,"M",578,"En Couple",1,"0","2163 BS 74"
56,"M",813,"Celibataire",0,"0","860 GG 94"
34,"M",548,"En Couple",1,"0","9742 OY 14"
27,"F",793,"En Couple",2,"0","7047 HJ 83"
22,"M",754,"Celibataire",0,"0","8641 OF 92"
19,"M",558,"En Couple",4,"0","2314 GF 32"
29,"M",933,"En Couple",1,"0","4790 UY 91"
45,"F",1192,"En Couple",4,"1","9380 VT 57"
28,"M",1341,"Celibataire",0,"0","8827 VS 92"
67,"F",1379,"En Couple",2,"0","4669 TI 62"
62,"M",1336,"En Couple",1,"1","9297 VX 56"
24,"F",1009,"En Couple",4,"0","6145 VN 68"
29,"M",1227,"Celibataire",0,"0","1014 WL 65"
48,"M",1201,"Celibataire",1,"0","8509 BF 60"
18,"M",706,"En Couple",2,"0","860 XV 38"
19,"M",825,"Celibataire",0,"0","4962 RO 95"
64,"F",597,"En Couple",2,"0","5226 SU 24"
25,"F",1371,"En Couple",1,"0","6383 VC 25"
28,"F",574,"Celibataire",0,"0","2079 GA 69"
55,"M",1385,"Celibataire",0,"0","260 TF 62"
46,"M",825,"En Couple",3,"1","2076 UG 81"
55,"M",1157,"Celibataire",0,"0","351 DC 95"
57,"M",759,"En Couple",1,"1","4618 OV 14"
45,"M",1025,"Celibataire",0,"0","533 PW 97"
50,"M",1386,"En Couple",3,"1","4651 DQ 71"
25,"M",1050,"Celibataire",0,"0","9130 FI 64"
56,"M",1044,"En Couple",2,"0","7576 JD 51"
27,"M",1081,"En Couple",0,"1","2916 MX 38"
61,"F",892,"Celibataire",2,"0","5183 EQ 20"
38,"F",1301,"En Couple",4,"1","8530 HU 60"
28,"M",1069,"Celibataire",0,"0","3316 CD 67"
38,"M",1173,"En Couple",1,"0","706 ZZ 62"
25,"F",872,"En Couple",2,"0","3686 RJ 19"
35,"F",566,"Celibataire",3,"0","5849 VI 75"
35,"M",555,"Celibataire",0,"0","4092 XV 61"
47,"M",596,"En Couple",0,"0","5546 DE 46"
42,"M",596,"En Couple",2,"1","1242 FF 95"
26,"M",566,"En Couple",4,"0","136 HV 19"
23,"M",584,"En Couple",3,"0","3743 UU 89"
84,"M",1217,"En Couple",1,"0","3461 LL 74"
46,"F",583,"En Couple",3,"0","8309 LE 48"
31,"M",567,"En Couple",1,"0","3928 ME 81"
19,"F",1392,"En Couple",0,"1","9911 AS 25"
19,"F",1360,"En Couple",0,"0","1678 ET 59"
20,"M",550,"En Couple",2,"0","1631 SA 86"
57,"M",924,"En Couple",1,"1","7863 RP 87"
36,"M",1284,"En Couple",0,"0","4424 NL 67"
56,"F",1244,"Celibataire",0,"0","1557 OL 23"
52,"F",711,"En Couple",1,"0","1864 YC 84"
75,"M",825,"Celibataire",1,"0","1127 OE 49"
39,"F",959,"En Couple",3,"0","3145 GH 37"
48,"F",778,"Celibataire",0,"0","6007 XB 28"
65,"F",1311,"Celibataire",0,"0","676 UB 56"
49,"M",591,"Celibataire",3,"0","3943 IO 22"
40,"M",1098,"En Couple",0,"0","9357 QZ 82"
30,"F",1210,"En Couple",2,"0","4099 ZX 40"
72,"M",562,"En Couple",0,"0","7297 KC 36"
61,"M",1370,"En Couple",0,"0","1188 DV 31"
35,"F",1277,"En Couple",1,"0","5163 AG 21"
72,"F",1012,"En Couple",0,"0","9435 MN 18"
42,"F",1030,"En Couple",1,"0","3899 FH 89"
25,"F",574,"En Couple",0,"0","1343 VC 59"
27,"F",545,"En Couple",4,"1","5153 KK 22"
50,"M",572,"En Couple",3,"1","2007 EH 54"
23,"M",723,"En Couple",4,"0","4725 CV 19"
46,"F",1171,"Celibataire",0,"0","8262 QF 96"
28,"M",1366,"En Couple",1,"0","9235 JJ 69"
24,"M",1196,"En Couple",3,"0","5665 SF 23"
54,"M",837,"En Couple",3,"0","6568 KJ 86"
46,"M",1280,"En Couple",3,"0","2748 BU 86"
48,"M",897,"En Couple",0,"0","8410 GD 17"
59,"M",812,"En Couple",2,"0","110 PL 81"
20,"F",1289,"En Couple",0,"0","7030 UY 50"
41,"F",585,"Celibataire",1,"0","4564 MB 41"
18,"M",1193,"Celibataire",1,"0","49 FK 22"
23,"M",583,"En Couple",0,"0","5166 MX 64"
18,"M",564,"Celibataire",0,"0","4590 JD 66"
24,"M",760,"En Couple",3,"1","8502 DG 25"
68,"F",584,"En Couple",1,"0","6423 LG 92"
40,"M",773,"En Couple",1,"0","1843 EY 40"
40,"M",1055,"Celibataire",0,"0","566 DX 34"
35,"M",552,"En Couple",1,"0","6127 SH 18"
59,"M",958,"Celibataire",0,"0","4462 KX 88"
44,"M",572,"En Couple",0,"1","8626 MM 60"
78,"F",972,"Celibataire",0,"0","3435 PT 29"
71,"F",1051,"Celibataire",2,"0","7794 BR 38"
29,"M",592,"En Couple",1,"0","1562 SB 41"
31,"F",1082,"En Couple",4,"0","2309 KA 13"
41,"F",1233,"En Couple",2,"1","8074 GH 61"
59,"M",574,"En Couple",4,"0","4266 KZ 29"
63,"M",765,"Celibataire",0,"0","2057 GY 85"
68,"M",599,"En Couple",4,"0","3701 MR 38"
22,"F",1210,"Celibataire",0,"0","7300 XP 20"
78,"F",744,"En Couple",0,"0","5482 JS 20"
27,"M",960,"Celibataire",0,"0","6287 RQ 96"
40,"F",1143,"En Couple",3,"1","7700 UW 56"
22,"M",931,"Celibataire",0,"0","1204 DB 48"
71,"M",1317,"Celibataire",0,"0","2386 BM 37"
29,"F",553,"Celibataire",3,"0","6778 GB 27"
47,"M",1191,"En Couple",1,"1","7300 YR 17"
22,"M",545,"En Couple",0,"0","1815 CD 56"
20,"M",1259,"En Couple",1,"0","4757 XZ 80"
42,"F",1016,"Celibataire",0,"0","8794 VG 16"
35,"M",1399,"En Couple",0,"0","1920 RD 77"
59,"M",548,"Celibataire",3,"0","2197 WJ 59"
39,"F",1155,"En Couple",2,"0","7306 ZW 92"
44,"F",781,"En Couple",4,"0","1754 FT 59"
20,"F",719,"En Couple",1,"1","5352 MC 21"
56,"F",1111,"Celibataire",0,"0","6899 BR 70"
35,"M",954,"Celibataire",0,"0","955 KK 28"
33,"M",968,"En Couple",2,"0","8316 NO 96"
79,"F",557,"Celibataire",0,"0","1399 XY 56"
56,"M",576,"Celibataire",2,"0","2402 OB 92"
22,"F",1156,"En Couple",1,"0","1230 JL 72"
41,"F",934,"Celibataire",3,"0","409 SU 43"
44,"M",1066,"Celibataire",2,"0","5897 CP 69"
34,"M",841,"En Couple",2,"1","6993 SZ 17"
81,"M",992,"En Couple",4,"0","7414 PO 98"
50,"M",1001,"Celibataire",0,"0","3026 BI 81"
67,"F",1282,"En Couple",2,"0","9629 VE 35"
57,"M",973,"En Couple",3,"0","9865 LA 85"
34,"M",1002,"En Couple",1,"0","4493 KP 75"
40,"M",731,"Celibataire",0,"0","6924 TK 51"
61,"F",548,"En Couple",1,"1","7402 XJ 96"
45,"F",982,"En Couple",2,"1","6711 ZE 59"
25,"F",1311,"En Couple",1,"0","9773 LS 13"
80,"M",1034,"Celibataire",0,"0","9806 IM 12"
43,"M",761,"En Couple",2,"0","6191 DJ 18"
54,"F",806,"En Couple",3,"1","392 CB 38"
76,"M",839,"Celibataire",0,"0","7672 EM 82"
78,"F",972,"En Couple",4,"0","7132 IL 32"
21,"M",546,"En Couple",0,"0","9441 GI 90"
39,"M",1373,"Celibataire",1,"0","1901 GM 65"
58,"M",755,"En Couple",1,"1","5728 VY 57"
28,"M",998,"En Couple",3,"0","2414 WR 91"
74,"M",1006,"En Couple",0,"0","3181 LQ 47"
47,"F",1078,"En Couple",4,"0","4124 GC 32"
41,"M",558,"Celibataire",1,"0","9597 CK 23"
23,"M",1208,"Celibataire",0,"0","1674 XZ 26"
75,"M",1196,"En Couple",4,"0","1146 NE 77"
18,"F",1010,"En Couple",0,"0","8512 AT 49"
26,"M",1172,"En Couple",2,"0","9692 OB 96"
38,"M",559,"En Couple",4,"0","9929 NS 22"
44,"F",565,"En Couple",3,"0","8800 KZ 82"
35,"M",559,"Celibataire",0,"0","5763 PV 91"
36,"M",834,"Celibataire",0,"0","3486 US 56"
21,"M",563,"En Couple",2,"0","4541 WB 96"
26,"M",1066,"Celibataire",0,"0","1519 VU 21"
26,"M",598,"En Couple",2,"1","2282 GS 22"
43,"M",732,"En Couple",1,"1","2948 YF 49"
21,"M",552,"En Couple",2,"0","9354 IX 70"
58,"F",549,"En Couple",0,"0","5675 ZM 18"
24,"M",592,"En Couple",1,"0","422 NB 38"
47,"M",1201,"En Couple",2,"0","5547 GH 12"
26,"F",553,"Celibataire",0,"0","2218 DU 67"
22,"M",558,"En Couple",2,"0","5250 EL 73"
48,"F",1275,"En Couple",1,"0","2451 JX 75"
75,"F",1173,"Celibataire",0,"0","5537 TT 87"
84,"M",1260,"En Couple",1,"1","6659 ZA 42"
31,"F",1396,"Celibataire",0,"0","6055 CM 76"
71,"M",561,"En Couple",2,"0","9712 UE 90"
31,"F",557,"Celibataire",0,"0","8509 XN 25"
40,"M",845,"Celibataire",0,"0","8135 EM 66"
65,"F",571,"Celibataire",3,"0","5653 VD 46"
47,"M",1312,"En Couple",3,"0","1988 VW 73"
70,"M",813,"Celibataire",0,"0","1585 EH 68"
53,"M",575,"Celibataire",0,"0","3747 NT 66"
32,"M",552,"En Couple",1,"1","2939 BI 75"
47,"M",1344,"En Couple",1,"0","8565 CX 30"
74,"F",810,"Celibataire",3,"0","1508 TX 55"
48,"M",787,"Celibataire",0,"0","9162 EO 73"
45,"M",548,"En Couple",4,"0","6421 FM 58"
38,"M",1165,"En Couple",2,"0","9258 KB 50"
28,"F",1120,"En Couple",2,"1","8479 RP 13"
48,"M",571,"Celibataire",0,"0","6558 EY 77"
36,"F",580,"En Couple",2,"0","8810 ZF 94"
49,"F",807,"Celibataire",1,"0","6850 SG 63"
60,"M",566,"En Couple",4,"0","4010 QF 97"
20,"F",1183,"En Couple",4,"0","5741 RT 21"
22,"M",1334,"En Couple",0,"0","1135 QN 14"
28,"M",838,"Celibataire",0,"0","7218 XJ 16"
62,"M",555,"En Couple",4,"1","9914 QF 56"
22,"M",1320,"En Couple",3,"0","509 TC 19"
72,"M",589,"Celibataire",2,"0","717 LD 27"
57,"M",565,"En Couple",3,"0","7887 QH 46"
59,"M",1145,"En Couple",4,"1","209 DJ 16"
25,"F",771,"Celibataire",0,"0","4947 CV 88"
58,"M",544,"En Couple",2,"0","639 PA 60"
54,"M",581,"En Couple",2,"0","2430 LZ 73"
53,"M",592,"En Couple",1,"0","2868 QP 65"
42,"F",1182,"En Couple",3,"0","5846 YX 19"
24,"M",770,"En Couple",2,"1","6101 GD 57"
54,"F",1044,"En Couple",4,"0","9666 NQ 46"
65,"M",924,"Celibataire",2,"0","7959 II 70"
36,"M",1225,"En Couple",4,"1","9398 ZS 40"
19,"M",590,"En Couple",1,"1","8189 GG 25"
52,"M",816,"En Couple",3,"0","6948 GJ 53"
49,"M",1296,"Celibataire",0,"0","7143 FV 39"
62,"M",584,"Celibataire",0,"0","6239 ZC 67"
40,"F",788,"En Couple",0,"0","988 IG 48"
19,"M",804,"En Couple",4,"0","4807 KP 85"
21,"M",1392,"En Couple",0,"1","755 AD 19"
